date,medium,path,identifier,category,name,artist,description,accession_number,source,license,depicted_place
1979-01-31,Foto,https://webservices.picturae.com/mediabank/media/ae7e1d10-4ef1-4441-a38e-ebbc2ab91626/downloadoriginal/70bebdb8-d866-483c-9abf-4b71db1b846d?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:ae7e1d10-4ef1-4441-a38e-ebbc2ab91626:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Waagplein_2,_hoek_Houttil,_de_Waag,_na_de_restauratie_van_de_romp_in_1976-1978._Interieur_begane_gro_-_RAA011008092_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Waagplein 2, hoek Houttil, de Waag, na de restauratie van de romp in 1976-1978. Interieur begane grond, achter de zijgevel aan de noordkant. Het dagverblijf van de kaasdragers, bereikbaar via het marktplein. Rijksmonument. Vermoedelijk uit de 14e eeuw. Voorheen het Heilige Geesthuis, een gasthuis met een kapel. Sinds 1582 een waag.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011008092,View this picture on the website of the [https://hdl.handle.net/21.12106/ae7e1d10-4ef1-4441-a38e-ebbc2ab91626 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-08-28,Foto,https://webservices.picturae.com/mediabank/media/ae80ffc2-aef4-4d71-a87d-163a1557d900/downloadoriginal/8fc38912-4489-4dfe-8c6d-b50a86ea099e?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:ae80ffc2-aef4-4d71-a87d-163a1557d900:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Luttik_Oudorp_67,_met_een_achterplaats_aan_het_Fnidsen,_de_grutterswinkel_van_meelmaalderij_Bos,_voo_-_RAA011004827_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Luttik Oudorp 67, met een achterplaats aan het Fnidsen, de grutterswinkel van meelmaalderij Bos, voor de restauratie rond 1975. De grutterswinkel. Interieur winkel. Toonbank. Rijksmonument. Naast de meelfabriek van Fa. K. Bos. Na de restauratie rond 1975, deel van een hofje. Rond 1980 was er een brand.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011004827,View this picture on the website of the [https://hdl.handle.net/21.12106/ae80ffc2-aef4-4d71-a87d-163a1557d900 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1987-05-21,Negatief,https://webservices.picturae.com/mediabank/media/ae84c95e-9ca3-4848-ab01-801b45317cc7/downloadoriginal/b9823a93-4348-4b24-aaa6-1886259c145c?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:ae84c95e-9ca3-4848-ab01-801b45317cc7:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Frans_Mentonstraat_34,_voorgevel._-_FO1015716_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Frans Mentonstraat 34, voorgevel.}}",FO1015716,View this picture on the website of the [https://hdl.handle.net/21.12106/ae84c95e-9ca3-4848-ab01-801b45317cc7 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1986-07-30,Negatief,https://webservices.picturae.com/mediabank/media/ae8bd27a-f5e1-4bfe-9ebd-5324e1608f14/downloadoriginal/45430a36-1214-4428-b264-fe1cdc4bd252?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:ae8bd27a-f5e1-4bfe-9ebd-5324e1608f14:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Bisschop_Bottemannestraat_hoek_Enderleinstraat._Loodgietersbedrijf_Nagel._-_FO1015665_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Bisschop Bottemannestraat hoek Enderleinstraat. Loodgietersbedrijf Nagel.}},FO1015665,View this picture on the website of the [https://hdl.handle.net/21.12106/ae8bd27a-f5e1-4bfe-9ebd-5324e1608f14 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1980-11-14,Negatief,https://webservices.picturae.com/mediabank/media/ae9897e0-dd11-43ac-9e17-3163989ff5a3/downloadoriginal/0df66719-11af-4629-aa6f-15d919d25923?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:ae9897e0-dd11-43ac-9e17-3163989ff5a3:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Heiligland_6_-_4,_voorgevel_met_glas_in_lood._-_FO1016464_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Heiligland 6 - 4, voorgevel met glas in lood.}}",FO1016464,View this picture on the website of the [https://hdl.handle.net/21.12106/ae9897e0-dd11-43ac-9e17-3163989ff5a3 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1998-04-08,Foto,https://webservices.picturae.com/mediabank/media/ae997513-6654-479a-8b95-163626f3a2c9/downloadoriginal/39d5ca65-19a9-4b02-86e6-2a6748751f95?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:ae997513-6654-479a-8b95-163626f3a2c9:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Koorstraat_2,_hoek_Kerkplein,_Bagijnenstraat_en_Kerkstraat,_Grote-_of_Sint_Laurenskerk._Interieur_ko_-_RAA011003241_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Koorstraat 2, hoek Kerkplein, Bagijnenstraat en Kerkstraat, Grote- of Sint Laurenskerk. Interieur koorsluiting. Schildering van het Laatste Oordeel op het houten straalgewelf, door Cornelis Buys. Detail. Rijksmonument. De kerk is gebouwd tussen 1470 en 1518. De schildering van de negen vakken van het straalgewelf, dateert vermoedelijk uit 1518. In 1885 werd het straalgewelf uit de kap gehaald en vervangen door nieuw hout. In 1925 kwam het terug. Het lag in het Rijksmuseum. In 1941 werd het herplaatst.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011003241,View this picture on the website of the [https://hdl.handle.net/21.12106/ae997513-6654-479a-8b95-163626f3a2c9 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1989-08-17,Negatief,https://webservices.picturae.com/mediabank/media/aea0b814-d217-42d9-a329-50e4a1f10f2b/downloadoriginal/70126577-5612-46f5-b0c0-0f17a4be7304?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aea0b814-d217-42d9-a329-50e4a1f10f2b:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Julianastraat_14_hoek_Hofdijkstraat,_voorgevel_en_zijgevel._-_FO1015209_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Julianastraat 14 hoek Hofdijkstraat, voorgevel en zijgevel.}}",FO1015209,View this picture on the website of the [https://hdl.handle.net/21.12106/aea0b814-d217-42d9-a329-50e4a1f10f2b Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1973-11-07,Foto,https://webservices.picturae.com/mediabank/media/aea22050-fb79-4c1f-b883-6d7f2e063229/downloadoriginal/d13b4d53-2e04-447f-963e-55e272467ecc?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aea22050-fb79-4c1f-b883-6d7f2e063229:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Links_Kalkovensweg_4,_hoek_Westerweg._Achtergevel_en_zijgevel._Rechts_een_deel_van_de_staart_van_Kal_-_RAA011001958_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Links Kalkovensweg 4, hoek Westerweg. Achtergevel en zijgevel. Rechts een deel van de staart van Kalkovensweg 2. Voorheen een stolpschuur achter Kalkovensweg 2, hoek Westerweg, stolpboerderij Varnebroek.}}",RAA011001958,View this picture on the website of the [https://hdl.handle.net/21.12106/aea22050-fb79-4c1f-b883-6d7f2e063229 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1983-06-00,Foto,https://webservices.picturae.com/mediabank/media/aea65849-c4e8-4de4-ae42-e78ba273732c/downloadoriginal/db96665a-63e3-48b8-a353-8994ab321198?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aea65849-c4e8-4de4-ae42-e78ba273732c:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Snaarmanslaan_88,_hoek_Gashouderstraat._Voorgevel_en_zijgevel._Segmentbogen._-_RAA011006877_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Snaarmanslaan 88, hoek Gashouderstraat. Voorgevel en zijgevel. Segmentbogen.}}",RAA011006877,View this picture on the website of the [https://hdl.handle.net/21.12106/aea65849-c4e8-4de4-ae42-e78ba273732c Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1992-02-18,Foto,https://webservices.picturae.com/mediabank/media/aea6c04d-54fe-4127-a93a-3bf7e273c767/downloadoriginal/ab704d2f-f6cc-4a4d-83bb-a55ac53d2f3d?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aea6c04d-54fe-4127-a93a-3bf7e273c767:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Bierkade_1-2._Lijstgevel._Kroonlijst._Schuiframen._-_RAA011000318_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Bierkade 1-2. Lijstgevel. Kroonlijst. Schuiframen.}},RAA011000318,View this picture on the website of the [https://hdl.handle.net/21.12106/aea6c04d-54fe-4127-a93a-3bf7e273c767 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
2000-00-00,Dia,https://webservices.picturae.com/mediabank/media/aea8acf6-4afa-9a3f-22f6-2825618c6ad9/downloadoriginal/877f37f2-835e-90f9-b34d-2c6b1928618c?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aea8acf6-4afa-9a3f-22f6-2825618c6ad9:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Grote_kerk_interieur_met_bezoekers_voor_restauratie_gewelfschildering_Tussen_ongeveer_de_jaren_1960_-_RAA-DMGA-01953_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Grote kerk interieur met bezoekers voor restauratie gewelfschildering Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-01953,View this picture on the website of the [https://hdl.handle.net/21.12106/aea8acf6-4afa-9a3f-22f6-2825618c6ad9 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1981-00-00,Dia,https://webservices.picturae.com/mediabank/media/aeac4a28-9bd8-8170-ecd0-ee6e3b474f39/downloadoriginal/a2cf8ca3-8afd-612d-986b-2161b55ef939?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aeac4a28-9bd8-8170-ecd0-ee6e3b474f39:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Winkels_waaronder_links_nummer_40_Dry_Cleaning,_midden_nummer_38_Elektron_Tussen_ongeveer_de_jaren_1_-_RAA-DMGA-01738_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Winkels waaronder links nummer 40 Dry Cleaning, midden nummer 38 Elektron Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}}",RAA-DMGA-01738,View this picture on the website of the [https://hdl.handle.net/21.12106/aeac4a28-9bd8-8170-ecd0-ee6e3b474f39 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1982-11-15,Foto,https://webservices.picturae.com/mediabank/media/aeb16498-233d-4a44-bac6-e5a75bd28a5b/downloadoriginal/da50c459-bf86-4815-9d30-4d3f480c5145?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aeb16498-233d-4a44-bac6-e5a75bd28a5b:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Luttik_Oudorp_54._-_RAA011004703_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Luttik Oudorp 54.}},RAA011004703,View this picture on the website of the [https://hdl.handle.net/21.12106/aeb16498-233d-4a44-bac6-e5a75bd28a5b Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1987-05-22,Negatief,https://webservices.picturae.com/mediabank/media/aeb68fec-ed80-40ee-b45f-bef28547aee5/downloadoriginal/2dfea303-83e2-488f-8561-4e77b3dc15a0?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aeb68fec-ed80-40ee-b45f-bef28547aee5:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Willem_Bartiusstraat_25._Voorgevel_en_zijgevel_doorzonwoning._-_FO10140116_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Willem Bartiusstraat 25. Voorgevel en zijgevel doorzonwoning.}},FO10140116,View this picture on the website of the [https://hdl.handle.net/21.12106/aeb68fec-ed80-40ee-b45f-bef28547aee5 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1991-02-21,Foto,https://webservices.picturae.com/mediabank/media/aeb9b1af-eb04-4006-b630-9ddc55a5ddb7/downloadoriginal/dde30024-3b84-4329-8ea0-a9f4ed839349?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aeb9b1af-eb04-4006-b630-9ddc55a5ddb7:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Dijk_2-4,_hoek_Kooltuin,_met_een_achterhuis_aan_de_Kanaalkade,_'t_Paardshoofd,_antiek_^_curiosa,_ant_-_RAA011000774_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Dijk 2-4, hoek Kooltuin, met een achterhuis aan de Kanaalkade, 't Paardshoofd, antiek & curiosa, antiekwinkel, voor de restauratie in 1991. Dijk 4, met beneden de opslagruimte. Interieur eerste verdieping. Een balkvak van de beschilderde balklaag. Voorheen de doorrijstal van de herberg op Dijk 2. Tot rond 1971 de garage bij hotel 't Paardshoofd. Daarna de opslagruimte bij Antiekhandel 't Paardshoofd.}}",RAA011000774,View this picture on the website of the [https://hdl.handle.net/21.12106/aeb9b1af-eb04-4006-b630-9ddc55a5ddb7 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1972-06-05,Foto,https://webservices.picturae.com/mediabank/media/aebe8567-fa07-4638-8a8a-5f7c0f4b8f84/downloadoriginal/8cdb435c-1647-4ee4-8dc7-8959f9496848?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aebe8567-fa07-4638-8a8a-5f7c0f4b8f84:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Van_links_naar_rechts_Verdronkenoord_56,_hoek_Nieuwstraat,_Verdronkenoord_52-54,_hoek_Nieuwstraat_en_-_RAA011007589_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Van links naar rechts Verdronkenoord 56, hoek Nieuwstraat, Verdronkenoord 52-54, hoek Nieuwstraat en Verdronkenoord 50.}}",RAA011007589,View this picture on the website of the [https://hdl.handle.net/21.12106/aebe8567-fa07-4638-8a8a-5f7c0f4b8f84 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1983-00-00,Foto,https://webservices.picturae.com/mediabank/media/aec6612e-d87d-41e6-8477-0bb907446f60/downloadoriginal/f1011fa5-aa15-406e-bc8c-bb8c6cfde761?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aec6612e-d87d-41e6-8477-0bb907446f60:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Regentenkamer_van_het_Wildemanshof._-_FO_1009705_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Regentenkamer van het Wildemanshof.}},FO 1009705,View this picture on the website of the [https://hdl.handle.net/21.12106/aec6612e-d87d-41e6-8477-0bb907446f60 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
2002-00-00,Dia,https://webservices.picturae.com/mediabank/media/aec6a6f2-698f-6f66-f128-174f3b1dcc22/downloadoriginal/eb34e546-8253-e78f-e49a-3d244ddf31db?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aec6a6f2-698f-6f66-f128-174f3b1dcc22:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Rentenierswoning,_hoek_Varnebroek,_detail_balcon_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afde_-_RAA-DMGA-01056_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Rentenierswoning, hoek Varnebroek, detail balcon Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}}",RAA-DMGA-01056,View this picture on the website of the [https://hdl.handle.net/21.12106/aec6a6f2-698f-6f66-f128-174f3b1dcc22 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1984-00-00,Dia,https://webservices.picturae.com/mediabank/media/aed4308c-07f0-894b-2c7b-5a66b0cc9cb9/downloadoriginal/9f4a210b-ab5c-e7a6-e88b-01dbfc5e68fd?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aed4308c-07f0-894b-2c7b-5a66b0cc9cb9:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Bouw_van_nieuw_stadskantoor_Tussen_ongeveer_de_jaren_1960_en_1990_heeft_de_Afdeling_Monumentenzorg_v_-_RAA-DMGA-01170_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Bouw van nieuw stadskantoor Tussen ongeveer de jaren 1960 en 1990 heeft de Afdeling Monumentenzorg van de Gemeente Alkmaar een uitvoerige dia-collectie aangelegd. Geregeld werden de dia's destijds gebruikt bij presentaties voor publiek. Om deze presentaties samen te stellen werden de dia's vaak uit hun serieverband gehaald waardoor chronologie etc. uiteindelijk verloren is gegaan. Door de dia's te digitaliseren en beschrijven wordt uiteindelijk een reconstructie mogelijk.}},RAA-DMGA-01170,View this picture on the website of the [https://hdl.handle.net/21.12106/aed4308c-07f0-894b-2c7b-5a66b0cc9cb9 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1992-04-23,Foto,https://webservices.picturae.com/mediabank/media/aed6bfe1-5096-43b2-be63-6653676e333f/downloadoriginal/9d0ce432-0ebd-4aa3-9e95-510a6b98a2c1?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aed6bfe1-5096-43b2-be63-6653676e333f:963f7248-a263-11e0-bf4a-bde4fca6c222,Rijksmonumenten in Alkmaar,"Koorstraat_2,_hoek_Kerkplein,_Bagijnenstraat_en_Kerkstraat,_de_Grote-_of_Sint_Laurenskerk,_voor_de_i_-_RAA011003083_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Koorstraat 2, hoek Kerkplein, Bagijnenstraat en Kerkstraat, de Grote- of Sint Laurenskerk, voor de interieurrestauratie van 1993-1996. Interieur zuidtransept. Schippersgildebord De Christelijke Zeevaart. Detail. Rijksmonument. De kerk is gebouwd tussen 1470 en 1518. Bord, dat het schippersgilde in 1581 aanbracht, vlakbij de plek waar hun altaar had gestaan. In de hervormde tijd waren de altaren verwijderd.}} {{Possible Rijksmonument | plaats = Alkmaar | provincie = NH }}",RAA011003083,View this picture on the website of the [https://hdl.handle.net/21.12106/aed6bfe1-5096-43b2-be63-6653676e333f Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1974-03-31,Foto,https://webservices.picturae.com/mediabank/media/aed8c92e-149f-4e07-bf74-f571bfb07c73/downloadoriginal/17dd1404-7eb9-4d5b-8199-373326a8b968?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aed8c92e-149f-4e07-bf74-f571bfb07c73:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,"Laat_202a,_hoek_Schoutenstraat_38,_schoenenwinkel_Mulder._Rechts_Schoutenstraat_36,_schoenmaker._Geb_-_RAA011003717_-_RAA_Elsinga.jpg",{{Creator:J. Elsinga}},"{{nl|1=Laat 202a, hoek Schoutenstraat 38, schoenenwinkel Mulder. Rechts Schoutenstraat 36, schoenmaker. Gebouwd in 1956 door Mulder en gesloopt in 2014. Na archeologisch onderzoek opnieuw bebouwd. Er bleken vier eerdere huizen te hebben gestaan, waarvan de oudste uit rond 1300. Schoutenstraat 36 heeft bij het vierde pand uit de 17e eeuw gehoord, een welgestelde bakkerij.}}",RAA011003717,View this picture on the website of the [https://hdl.handle.net/21.12106/aed8c92e-149f-4e07-bf74-f571bfb07c73 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
1993-05-03,Negatief,https://webservices.picturae.com/mediabank/media/aee3c7e3-2b01-494d-bcd4-270a0324d3a0/downloadoriginal/95afd5fe-44bd-4997-aefa-4829ea44cc89?apiKey=6074ee2a-12da-11e7-a85c-60f81db16928,oai:aee3c7e3-2b01-494d-bcd4-270a0324d3a0:963f7248-a263-11e0-bf4a-bde4fca6c222,Alkmaar,Corfstraat_20._Voorgevel_met_erker._-_FO1014758_-_RAA_Elsinga.jpg,{{Creator:J. Elsinga}},{{nl|1=Corfstraat 20. Voorgevel met erker.}},FO1014758,View this picture on the website of the [https://hdl.handle.net/21.12106/aee3c7e3-2b01-494d-bcd4-270a0324d3a0 Regional Archief Alkmaar] CC-O declaration can be found in the disclaimer of [https://www.regionaalarchiefalkmaar.nl/disclaimer?fbclid=IwAR248LwdG9Ecq3micqEqcJwJj3i4AlzmsVVR0b6Plur5tpC4CUu1EKvhNq4 the website of the archive].,{{Cc-zero}},Alkmaar
